supplier,code,stock,stock_calculation,timestamp
BGA,BU0901,46,10,2024-07-30 10:58:57
BGA,BU09012,25,10,2024-07-30 10:58:57
BGA,BU0902,614,10,2024-07-30 10:58:57
BGA,BU0903,261,10,2024-07-30 10:58:57
BGA,BU0904,78,10,2024-07-30 10:58:57
BGA,BU0905,57,10,2024-07-30 10:58:57
BGA,BU0906,218,10,2024-07-30 10:58:57
BGA,BU0907,176,10,2024-07-30 10:58:57
BGA,BU0908,948,10,2024-07-30 10:58:57
BGA,BU0909,0,0,2024-07-30 10:58:57
BGA,BU0911,52,10,2024-07-30 10:58:57
BGA,BU0912,34,10,2024-07-30 10:58:57
BGA,BU0914,16,10,2024-07-30 10:58:57
BGA,BU0915,0,0,2024-07-30 10:58:57
BGA,BU0916,0,0,2024-07-30 10:58:57
BGA,BU0917,67,10,2024-07-30 10:58:57
BGA,BU0918,6,6,2024-07-30 10:58:57
BGA,BU0918K,50,10,2024-07-30 10:58:57
BGA,BU0919,90,10,2024-07-30 10:58:57
BGA,BU0920,124,10,2024-07-30 10:58:57
BGA,BU0921,8,8,2024-07-30 10:58:57
BGA,BU0922,18,10,2024-07-30 10:58:57
BGA,BU0923,47,10,2024-07-30 10:58:57
BGA,BU0924,216,10,2024-07-30 10:58:57
BGA,BU0925,11,10,2024-07-30 10:58:57
BGA,BU0926,0,0,2024-07-30 10:58:57
BGA,BU0927,4,4,2024-07-30 10:58:57
BGA,BU0928,0,0,2024-07-30 10:58:57
BGA,BU0929,19,10,2024-07-30 10:58:57
BGA,BU0930,16,10,2024-07-30 10:58:57
BGA,BU0931K,10,10,2024-07-30 10:58:57
BGA,BU0932K,9,9,2024-07-30 10:58:57
BGA,BU0933,68,10,2024-07-30 10:58:57
BGA,BU0934,14,10,2024-07-30 10:58:57
BGA,BU0935,19,10,2024-07-30 10:58:57
BGA,BU0936,19,10,2024-07-30 10:58:57
BGA,BU0937,42,10,2024-07-30 10:58:57
BGA,BU0940,96,10,2024-07-30 10:58:57
BGA,BU0941,99,10,2024-07-30 10:58:57
BGA,BU0942,105,10,2024-07-30 10:58:57
BGA,BU0943,23,10,2024-07-30 10:58:57
BGA,BU0944K,9,9,2024-07-30 10:58:57
BGA,BU0945,14,10,2024-07-30 10:58:57
BGA,BU0946,18,10,2024-07-30 10:58:57
BGA,BU0947,42,10,2024-07-30 10:58:57
BGA,BU0948,15,10,2024-07-30 10:58:57
BGA,BU0949,20,10,2024-07-30 10:58:57
BGA,BU0950,13,10,2024-07-30 10:58:57
BGA,BU0951K,53,10,2024-07-30 10:58:57
BGA,BU0953,257,10,2024-07-30 10:58:57
BGA,BU0953K,0,0,2024-07-30 10:58:57
BGA,BU0955,0,0,2024-07-30 10:58:57
BGA,BU0956K,11,10,2024-07-30 10:58:57
BGA,BU0957,34,10,2024-07-30 10:58:57
BGA,BU0958,189,10,2024-07-30 10:58:57
BGA,BU2348,32,10,2024-07-30 10:58:57
BGA,BU2349,16,10,2024-07-30 10:58:57
BGA,BU2350,11,10,2024-07-30 10:58:57
BGA,BU2350K,30,10,2024-07-30 10:58:57
BGA,BU2351,65,10,2024-07-30 10:58:57
BGA,BU2352K,106,10,2024-07-30 10:58:57
BGA,BU2353,20,10,2024-07-30 10:58:57
BGA,BU2354,33,10,2024-07-30 10:58:57
BGA,BU2355,20,10,2024-07-30 10:58:57
BGA,BU2356,6,6,2024-07-30 10:58:57
BGA,BU2357,8,8,2024-07-30 10:58:57
BGA,BU2358,46,10,2024-07-30 10:58:57
BGA,BU2360,20,10,2024-07-30 10:58:57
BGA,BU2361K,10,10,2024-07-30 10:58:57
BGA,BU2362,0,0,2024-07-30 10:58:57
BGA,BU2363,16,10,2024-07-30 10:58:57
BGA,BU2364,0,0,2024-07-30 10:58:57
BGA,BU2366,24,10,2024-07-30 10:58:57
BGA,BU2367,19,10,2024-07-30 10:58:57
BGA,BU2371,89,10,2024-07-30 10:58:57
BGA,BU2372,60,10,2024-07-30 10:58:57
BGA,BU2373,14,10,2024-07-30 10:58:57
BGA,BU4282,30,10,2024-07-30 10:58:57
BGA,BU4283,0,0,2024-07-30 10:58:57
BGA,BU4290,0,0,2024-07-30 10:58:57
BGA,BU4295,19,10,2024-07-30 10:58:57
BGA,BU4296,135,10,2024-07-30 10:58:57
BGA,BU4297,162,10,2024-07-30 10:58:57
BGA,BU4298,41,10,2024-07-30 10:58:57
BGA,BU4300,0,0,2024-07-30 10:58:57
BGA,BU4302,0,0,2024-07-30 10:58:57
BGA,BU4303,45,10,2024-07-30 10:58:57
BGA,BU4304,0,0,2024-07-30 10:58:57
BGA,BU4307,0,0,2024-07-30 10:58:57
BGA,BU4308,10,10,2024-07-30 10:58:57
BGA,BU4309,23,10,2024-07-30 10:58:57
BGA,BU4310,52,10,2024-07-30 10:58:57
BGA,BU5400,20,10,2024-07-30 10:58:57
BGA,BU5402,16,10,2024-07-30 10:58:57
BGA,BU5403,16,10,2024-07-30 10:58:57
BGA,BU5404,20,10,2024-07-30 10:58:57
BGA,BU5405,13,10,2024-07-30 10:58:57
BGA,BU5406,44,10,2024-07-30 10:58:57
BGA,BU5407,16,10,2024-07-30 10:58:57
BGA,BU5408,11,10,2024-07-30 10:58:57
BGA,BU5409,0,0,2024-07-30 10:58:57
BGA,BU5410,79,10,2024-07-30 10:58:57
BGA,BU5411,16,10,2024-07-30 10:58:57
BGA,BU5412,12,10,2024-07-30 10:58:57
BGA,BU5413,0,0,2024-07-30 10:58:57
BGA,BU5419,20,10,2024-07-30 10:58:57
BGA,BU5421,20,10,2024-07-30 10:58:57
BGA,BU5422,20,10,2024-07-30 10:58:57
BGA,BU5423,20,10,2024-07-30 10:58:57
BGA,BU5426,0,0,2024-07-30 10:58:57
BGA,BU5429,20,10,2024-07-30 10:58:57
BGA,BU5600,148,10,2024-07-30 10:58:57
BGA,BU56000,19,10,2024-07-30 10:58:57
